name,id,email,gender,birthdate,role
Mei Ling a/p Yap,S2025466847,mei.ling.yap@student.gmi.edu.my,Female,2001-04-19,student
Shalini a/p Murugan,S2025132518,shalini.murugan@student.gmi.edu.my,Female,2000-10-10,student
Qistina binti Majid,S2025575932,qistina.majid@student.gmi.edu.my,Female,2005-11-05,student
Deepa a/p Gopal,S2025862294,deepa.gopal3@student.gmi.edu.my,Female,2005-04-11,student
Liang a/l Tan,S2025876076,liang.tan@student.gmi.edu.my,Male,2006-10-01,student
Murali a/l Balakrishnan,S2025165620,murali.balakrishnan@student.gmi.edu.my,Male,2000-01-09,student
Hafiz bin Jamal,S2025992355,hafiz.jamal@student.gmi.edu.my,Male,2006-05-26,student
Xin Yi a/p Chong,S2025758512,xin.yi.chong@student.gmi.edu.my,Female,2007-10-15,student
Fatin binti Rahman,S2025354394,fatin.rahman@student.gmi.edu.my,Female,2005-11-20,student
Hafiz bin Hamid,S2025419163,hafiz.hamid@student.gmi.edu.my,Male,2002-11-27,student
Deepa a/p Raman,F2025824708,deepa.raman@staff.gmi.edu.my,Female,1974-01-09,staff
Talha bin Ali,S2025479124,talha.ali@student.gmi.edu.my,Male,2004-11-28,student
Li Wei a/p Wong,S2025080247,li.wei.wong2@student.gmi.edu.my,Female,2004-12-22,student
Zhi Yang a/l Liew,T2025774373,zhi.yang.liew@tto.gmi.edu.my,Male,1981-02-05,TTO
Suresh a/l Subramaniam,S2025743319,suresh.subramaniam2@student.gmi.edu.my,Male,2006-05-13,student
Haris bin Osman,S2025013420,haris.osman@student.gmi.edu.my,Male,2002-01-06,student
Khai Ming a/l Low,S2025786213,khai.ming.low2@student.gmi.edu.my,Male,2001-09-08,student
Qistina binti Sabri,S2025201141,qistina.sabri@student.gmi.edu.my,Female,2002-01-07,student
Lakshmi a/p Muthu,S2025619198,lakshmi.muthu2@student.gmi.edu.my,Female,2000-04-29,student
Li Wei a/p Chai,S2025217835,li.wei.chai@student.gmi.edu.my,Female,2002-07-10,student
Farhan bin Latif,T2025979296,farhan.latif@tto.gmi.edu.my,Male,1994-05-01,TTO
Jia Yi a/p Lim,S2025555939,jia.yi.lim2@student.gmi.edu.my,Female,2004-11-07,student
Yee Ling a/p Ng,S2025110122,yee.ling.ng2@student.gmi.edu.my,Female,2002-12-13,student
Ming Jie a/l Wong,T2025136412,ming.jie.wong@tto.gmi.edu.my,Male,1978-03-16,TTO
Hao a/l Low,T2025986960,hao.low@tto.gmi.edu.my,Male,1983-02-25,TTO
Raja a/l Perumal,F2025976483,raja.perumal@staff.gmi.edu.my,Male,1973-12-05,staff
Siti binti Basir,T2025115508,siti.basir@tto.gmi.edu.my,Female,1982-09-05,TTO
Faiz bin Aziz,S2025658162,faiz.aziz@student.gmi.edu.my,Male,2005-06-12,student
Arun a/l Rangasamy,S2025786067,arun.rangasamy4@student.gmi.edu.my,Male,2006-01-19,student
Suresh a/l Venkatesh,S2025288991,suresh.venkatesh@student.gmi.edu.my,Male,2002-04-03,student
Aqilah binti Noor,T2025186666,aqilah.noor@tto.gmi.edu.my,Female,1979-11-20,TTO
Ismail bin Salim,T2025002258,ismail.salim@tto.gmi.edu.my,Male,1988-06-13,TTO
Priya a/p Murugan,S2025326003,priya.murugan@student.gmi.edu.my,Female,2000-01-20,student
Ramesh a/l Krishnan,S2025531100,ramesh.krishnan@student.gmi.edu.my,Male,2001-06-20,student
Mani a/l Perumal,S2025223924,mani.perumal4@student.gmi.edu.my,Male,2006-05-05,student
Nisa binti Ali,S2025703324,nisa.ali@student.gmi.edu.my,Female,2004-05-31,student
Murali a/l Murugan,S2025645576,murali.murugan2@student.gmi.edu.my,Male,2004-01-30,student
Qin Yi a/p Yeo,S2025661987,qin.yi.yeo@student.gmi.edu.my,Female,2003-10-07,student
Saravanan a/l Balakrishnan,S2025517397,saravanan.balakrishnan2@student.gmi.edu.my,Male,2000-10-23,student
Mei Ling a/p Phang,S2025221309,mei.ling.phang@student.gmi.edu.my,Female,2007-03-28,student
Divya a/p Perumal,T2025215218,divya.perumal@tto.gmi.edu.my,Female,1992-03-04,TTO
Kumar a/l Gopal,S2025767109,kumar.gopal@student.gmi.edu.my,Male,2003-02-16,student
Deepa a/p Gopal,S2025886977,deepa.gopal4@student.gmi.edu.my,Female,2005-04-29,student
Thaqif bin Bakar,S2025489646,thaqif.bakar@student.gmi.edu.my,Male,2006-02-20,student
Jasmine binti Mahmud,S2025568036,jasmine.mahmud@student.gmi.edu.my,Female,2006-05-07,student
Pei Wen a/p Liew,S2025555321,pei.wen.liew@student.gmi.edu.my,Female,2002-02-13,student
Xin Yi a/p Chin,S2025191855,xin.yi.chin@student.gmi.edu.my,Female,2002-01-04,student
Anita a/p Raman,S2025873437,anita.raman@student.gmi.edu.my,Female,2005-05-31,student
Khadijah binti Hussein,F2025402022,khadijah.hussein@staff.gmi.edu.my,Female,1979-04-13,staff
Jia Hao a/l Yap,S2025460835,jia.hao.yap3@student.gmi.edu.my,Male,2003-12-03,student
Zikri bin Hussein,S2025231464,zikri.hussein@student.gmi.edu.my,Male,2000-08-26,student
Faiz bin Hassan,S2025038359,faiz.hassan@student.gmi.edu.my,Male,2003-03-19,student
Qistina binti Halimi,S2025157116,qistina.halimi@student.gmi.edu.my,Female,2004-06-01,student
Hana binti Yahya,S2025316759,hana.yahya@student.gmi.edu.my,Female,2003-12-23,student
Murali a/l Perumal,S2025329896,murali.perumal@student.gmi.edu.my,Male,2001-04-09,student
Prakash a/l Perumal,S2025457246,prakash.perumal2@student.gmi.edu.my,Male,2005-08-31,student
Hao a/l Goh,S2025366175,hao.goh@student.gmi.edu.my,Male,2007-01-07,student
Mani a/l Murugan,S2025199826,mani.murugan@student.gmi.edu.my,Male,2005-11-30,student
Pei Wen a/p Yap,S2025372402,pei.wen.yap@student.gmi.edu.my,Female,2005-02-23,student
Anand a/l Venkatesh,S2025953180,anand.venkatesh@student.gmi.edu.my,Male,2000-01-06,student
Jia Hao a/l Lee,S2025329017,jia.hao.lee@student.gmi.edu.my,Male,2004-12-24,student
Khai Ming a/l Phang,S2025881409,khai.ming.phang@student.gmi.edu.my,Male,2005-05-11,student
Wei Han a/l Lim,S2025573090,wei.han.lim@student.gmi.edu.my,Male,2003-10-24,student
Meera a/p Subramaniam,S2025031712,meera.subramaniam@student.gmi.edu.my,Female,2003-04-04,student
Batrisyia binti Kassim,S2025439567,batrisyia.kassim@student.gmi.edu.my,Female,2003-11-24,student
Zhi Yang a/l Chia,S2025144026,zhi.yang.chia@student.gmi.edu.my,Male,2003-01-11,student
Ming Jie a/l Pang,S2025169577,ming.jie.pang2@student.gmi.edu.my,Male,2005-02-15,student
Hana binti Mahmud,F2025685790,hana.mahmud@staff.gmi.edu.my,Female,1980-10-22,staff
Lakshmi a/p Perumal,S2025648223,lakshmi.perumal4@student.gmi.edu.my,Female,2006-05-22,student
Wei Han a/l Pang,S2025671567,wei.han.pang@student.gmi.edu.my,Male,2001-02-19,student
Xue Ting a/p Low,S2025797501,xue.ting.low2@student.gmi.edu.my,Female,2005-02-27,student
Arun a/l Krishnan,S2025419516,arun.krishnan@student.gmi.edu.my,Male,2004-01-26,student
Ming Jie a/l Lee,S2025291199,ming.jie.lee3@student.gmi.edu.my,Male,2004-03-13,student
Zhi Yang a/l Chin,S2025351339,zhi.yang.chin@student.gmi.edu.my,Male,2005-10-12,student
Raja a/l Perumal,T2025677804,raja.perumal@tto.gmi.edu.my,Male,1975-02-02,TTO
Ming Jie a/l Chong,S2025841629,ming.jie.chong@student.gmi.edu.my,Male,2000-11-22,student
Shalini a/p Raman,S2025627302,shalini.raman3@student.gmi.edu.my,Female,2001-08-13,student
Liang a/l Goh,S2025933543,liang.goh2@student.gmi.edu.my,Male,2005-10-11,student
Iman binti Latif,S2025016263,iman.latif@student.gmi.edu.my,Female,2002-11-10,student
Qin Yi a/p Chia,S2025686989,qin.yi.chia@student.gmi.edu.my,Female,2007-03-01,student
Ming Jie a/l Wong,S2025155793,ming.jie.wong@student.gmi.edu.my,Male,2006-06-25,student
Zarina binti Kassim,S2025668048,zarina.kassim@student.gmi.edu.my,Female,2007-05-30,student
Safwan bin Hussein,T2025850970,safwan.hussein@tto.gmi.edu.my,Male,1990-01-10,TTO
Nurin binti Zain,S2025378159,nurin.zain2@student.gmi.edu.my,Female,2007-11-22,student
Yan Yi a/p Chin,S2025270645,yan.yi.chin@student.gmi.edu.my,Female,2003-10-15,student
Liang a/l Phang,S2025659079,liang.phang2@student.gmi.edu.my,Male,2007-05-30,student
Amirah binti Mahmud,S2025820574,amirah.mahmud@student.gmi.edu.my,Female,2006-05-07,student
Yee Ling a/p Tan,S2025621567,yee.ling.tan2@student.gmi.edu.my,Female,2001-01-26,student
Asya a/p Raman,S2025317272,asya.raman@student.gmi.edu.my,Female,2003-03-12,student
Kumar a/l Muthu,S2025196230,kumar.muthu3@student.gmi.edu.my,Male,2007-07-29,student
Xin Yi a/p Chia,S2025400185,xin.yi.chia@student.gmi.edu.my,Female,2003-04-05,student
Lakshmi a/p Venkatesh,S2025352651,lakshmi.venkatesh3@student.gmi.edu.my,Female,2007-11-23,student
Karthik a/l Krishnan,S2025250156,karthik.krishnan@student.gmi.edu.my,Male,2007-02-24,student
Meera a/p Muthu,S2025975903,meera.muthu@student.gmi.edu.my,Female,2002-08-13,student
Zi Ying a/p Teh,T2025109343,zi.ying.teh@tto.gmi.edu.my,Female,1989-12-12,TTO
Suresh a/l Gopal,S2025981555,suresh.gopal2@student.gmi.edu.my,Male,2000-04-27,student
Ramesh a/l Balakrishnan,S2025396622,ramesh.balakrishnan@student.gmi.edu.my,Male,2005-07-20,student
Mei Ling a/p Chia,S2025759648,mei.ling.chia@student.gmi.edu.my,Female,2002-02-26,student
Jia Hao a/l Tee,S2025454464,jia.hao.tee3@student.gmi.edu.my,Male,2001-06-02,student
Mei Ling a/p Chong,S2025332556,mei.ling.chong@student.gmi.edu.my,Female,2001-09-17,student
Kai Wen a/l Lee,S2025813587,kai.wen.lee@student.gmi.edu.my,Male,2005-08-20,student
Rania binti Ahmad,S2025865604,rania.ahmad@student.gmi.edu.my,Female,2005-09-23,student
Saravanan a/l Krishnan,S2025874086,saravanan.krishnan@student.gmi.edu.my,Male,2000-06-04,student
Pei Wen a/p Chen,S2025520241,pei.wen.chen@student.gmi.edu.my,Female,2001-11-09,student
Nalini a/p Perumal,S2025340654,nalini.perumal@student.gmi.edu.my,Female,2000-06-12,student
Mira a/p Rangasamy,T2025631374,mira.rangasamy@tto.gmi.edu.my,Female,1994-12-03,TTO
Murali a/l Raman,S2025079541,murali.raman3@student.gmi.edu.my,Male,2007-07-17,student
Ai Ling a/p Chia,S2025547888,ai.ling.chia2@student.gmi.edu.my,Female,2000-01-14,student
Zarina binti Mahmud,T2025535341,zarina.mahmud@tto.gmi.edu.my,Female,1983-03-13,TTO
Luqman bin Sabri,F2025971548,luqman.sabri@staff.gmi.edu.my,Male,1997-02-27,staff
Kumar a/l Raman,S2025546318,kumar.raman2@student.gmi.edu.my,Male,2004-10-12,student
Murali a/l Muthu,S2025989567,murali.muthu2@student.gmi.edu.my,Male,2007-06-18,student
Xue Ting a/p Tee,S2025933957,xue.ting.tee@student.gmi.edu.my,Female,2001-06-17,student
Jia Hao a/l Koh,S2025728019,jia.hao.koh2@student.gmi.edu.my,Male,2001-09-21,student
Zi Hao a/l Low,S2025217485,zi.hao.low@student.gmi.edu.my,Male,2002-05-10,student
Yan Yi a/p Koh,S2025825102,yan.yi.koh@student.gmi.edu.my,Female,2001-01-26,student
Raja a/l Subramaniam,S2025151135,raja.subramaniam@student.gmi.edu.my,Male,2006-05-19,student
Kavita a/p Subramaniam,S2025339527,kavita.subramaniam2@student.gmi.edu.my,Female,2001-03-07,student
Khai Ming a/l Chen,S2025439266,khai.ming.chen2@student.gmi.edu.my,Male,2005-06-10,student
Arissa binti Latif,S2025529339,arissa.latif@student.gmi.edu.my,Female,2001-05-17,student
Arif bin Omar,S2025764578,arif.omar@student.gmi.edu.my,Male,2002-10-02,student
Azlan bin Ahmad,S2025291394,azlan.ahmad@student.gmi.edu.my,Male,2006-09-05,student
Nalini a/p Balakrishnan,F2025621748,nalini.balakrishnan@staff.gmi.edu.my,Female,1990-03-22,staff
Qin Yi a/p Yeo,S2025799983,qin.yi.yeo2@student.gmi.edu.my,Female,2005-03-28,student
Fatin binti Zain,S2025308984,fatin.zain@student.gmi.edu.my,Female,2005-11-13,student
Deepa a/p Krishnan,F2025110609,deepa.krishnan@staff.gmi.edu.my,Female,1991-12-30,staff
Lakshmi a/p Balakrishnan,S2025674628,lakshmi.balakrishnan2@student.gmi.edu.my,Female,2003-06-02,student
Hao a/l Chen,S2025192256,hao.chen@student.gmi.edu.my,Male,2001-10-23,student
Ridwan bin Shah,S2025221694,ridwan.shah@student.gmi.edu.my,Male,2001-06-05,student
Karthik a/l Balakrishnan,F2025189700,karthik.balakrishnan@staff.gmi.edu.my,Male,1998-03-21,staff
Wei Jian a/l Koh,T2025021558,wei.jian.koh@tto.gmi.edu.my,Male,1980-12-27,TTO
Mira a/p Gopal,T2025331182,mira.gopal@tto.gmi.edu.my,Female,1982-11-02,TTO
Wei Jian a/l Liew,S2025538291,wei.jian.liew2@student.gmi.edu.my,Male,2001-01-04,student
Aisyah binti Osman,S2025256021,aisyah.osman@student.gmi.edu.my,Female,2004-06-09,student
Mei Ling a/p Yap,S2025506010,mei.ling.yap2@student.gmi.edu.my,Female,2002-06-14,student
Ramesh a/l Muthu,S2025008872,ramesh.muthu3@student.gmi.edu.my,Male,2001-02-19,student
Anand a/l Gopal,S2025556905,anand.gopal@student.gmi.edu.my,Male,2005-04-29,student
Nisa binti Osman,S2025318337,nisa.osman@student.gmi.edu.my,Female,2006-12-05,student
Mei Ling a/p Wong,S2025805877,mei.ling.wong@student.gmi.edu.my,Female,2000-03-21,student
Hao a/l Koh,S2025166093,hao.koh2@student.gmi.edu.my,Male,2002-12-06,student
Yasmin binti Yaacob,S2025079309,yasmin.yaacob@student.gmi.edu.my,Female,2000-09-16,student
Xin Yi a/p Koh,F2025089200,xin.yi.koh@staff.gmi.edu.my,Female,1998-06-08,staff
Saravanan a/l Raman,S2025353427,saravanan.raman@student.gmi.edu.my,Male,2003-03-31,student
Ai Ling a/p Ng,S2025828726,ai.ling.ng@student.gmi.edu.my,Female,2007-08-19,student
Siti binti Shah,S2025125280,siti.shah@student.gmi.edu.my,Female,2005-01-24,student
Zafran bin Razak,S2025439888,zafran.razak@student.gmi.edu.my,Male,2002-08-14,student
Saravanan a/l Gopal,S2025917543,saravanan.gopal2@student.gmi.edu.my,Male,2006-01-29,student
Divya a/p Venkatesh,S2025117346,divya.venkatesh@student.gmi.edu.my,Female,2002-08-17,student
Xue Ting a/p Goh,S2025608720,xue.ting.goh@student.gmi.edu.my,Female,2006-06-01,student
Anusha a/p Subramaniam,S2025760318,anusha.subramaniam@student.gmi.edu.my,Female,2007-02-04,student
Iman binti Zawawi,S2025747824,iman.zawawi@student.gmi.edu.my,Female,2005-06-16,student
Liang a/l Goh,S2025243909,liang.goh3@student.gmi.edu.my,Male,2002-11-22,student
Hao a/l Chen,T2025970176,hao.chen@tto.gmi.edu.my,Male,1985-04-30,TTO
Fatin binti Zain,S2025024860,fatin.zain2@student.gmi.edu.my,Female,2001-06-02,student
Nalini a/p Muthu,S2025699492,nalini.muthu2@student.gmi.edu.my,Female,2003-02-07,student
Divya a/p Muthu,S2025692013,divya.muthu@student.gmi.edu.my,Female,2006-08-04,student
Ahmad bin Sulaiman,S2025601277,ahmad.sulaiman@student.gmi.edu.my,Male,2007-09-14,student
Deepa a/p Venkatesh,T2025610461,deepa.venkatesh@tto.gmi.edu.my,Female,1991-10-27,TTO
Nurul binti Basir,T2025692804,nurul.basir@tto.gmi.edu.my,Female,1977-12-11,TTO
Raja a/l Balakrishnan,S2025638539,raja.balakrishnan2@student.gmi.edu.my,Male,2003-07-23,student
Murali a/l Balakrishnan,S2025499598,murali.balakrishnan2@student.gmi.edu.my,Male,2000-09-04,student
Anusha a/p Gopal,S2025806785,anusha.gopal@student.gmi.edu.my,Female,2001-03-30,student
Ming Jie a/l Phang,F2025691725,ming.jie.phang2@staff.gmi.edu.my,Male,1995-06-09,staff
Irdina binti Rahman,S2025711543,irdina.rahman@student.gmi.edu.my,Female,2006-08-17,student
Danish bin Zawawi,S2025302656,danish.zawawi@student.gmi.edu.my,Male,2002-05-02,student
Anusha a/p Murugan,S2025047815,anusha.murugan@student.gmi.edu.my,Female,2003-08-18,student
Hana binti Hassan,S2025575444,hana.hassan@student.gmi.edu.my,Female,2006-10-07,student
Mei Ling a/p Chia,S2025281874,mei.ling.chia2@student.gmi.edu.my,Female,2006-04-27,student
Sabrina binti Razak,S2025711713,sabrina.razak@student.gmi.edu.my,Female,2007-06-22,student
Vijay a/l Balakrishnan,T2025052200,vijay.balakrishnan@tto.gmi.edu.my,Male,1994-02-01,TTO
Hao a/l Wong,S2025435604,hao.wong@student.gmi.edu.my,Male,2001-09-25,student
Yee Ling a/p Chen,S2025402582,yee.ling.chen@student.gmi.edu.my,Female,2006-11-07,student
Harith bin Zawawi,S2025474554,harith.zawawi@student.gmi.edu.my,Male,2000-09-29,student
Zi Hao a/l Teh,S2025299969,zi.hao.teh@student.gmi.edu.my,Male,2005-08-30,student
Nadia binti Halim,T2025695027,nadia.halim@tto.gmi.edu.my,Female,1984-09-24,TTO
Zi Hao a/l Goh,S2025787111,zi.hao.goh@student.gmi.edu.my,Male,2007-07-11,student
Ming Jie a/l Chong,S2025059009,ming.jie.chong2@student.gmi.edu.my,Male,2001-01-15,student
Yee Ling a/p Teh,S2025460820,yee.ling.teh@student.gmi.edu.my,Female,2004-01-06,student
Kamil bin Ibrahim,S2025512002,kamil.ibrahim@student.gmi.edu.my,Male,2000-07-16,student
Nalini a/p Krishnan,S2025002964,nalini.krishnan@student.gmi.edu.my,Female,2003-01-30,student
Divya a/p Subramaniam,S2025325347,divya.subramaniam2@student.gmi.edu.my,Female,2006-06-22,student
Harith bin Zain,S2025273236,harith.zain@student.gmi.edu.my,Male,2001-02-01,student
Jia Yi a/p Goh,S2025389636,jia.yi.goh2@student.gmi.edu.my,Female,2001-10-20,student
Deepa a/p Raman,S2025018697,deepa.raman2@student.gmi.edu.my,Female,2003-03-14,student
Xin Yi a/p Goh,S2025928503,xin.yi.goh@student.gmi.edu.my,Female,2004-07-18,student
Wafi bin Hamid,S2025575582,wafi.hamid@student.gmi.edu.my,Male,2007-12-03,student
Alya binti Ahmad,S2025709807,alya.ahmad@student.gmi.edu.my,Female,2005-12-16,student
Shafiqah binti Shah,S2025650836,shafiqah.shah@student.gmi.edu.my,Female,2003-09-18,student
Xin Yi a/p Chin,S2025434951,xin.yi.chin2@student.gmi.edu.my,Female,2007-02-26,student
Zhi Yang a/l Chia,S2025684144,zhi.yang.chia2@student.gmi.edu.my,Male,2003-09-02,student
Anita a/p Perumal,T2025625057,anita.perumal@tto.gmi.edu.my,Female,1994-08-02,TTO
Deepa a/p Subramaniam,S2025427423,deepa.subramaniam2@student.gmi.edu.my,Female,2002-10-07,student
Ridwan bin Nawawi,S2025707407,ridwan.nawawi@student.gmi.edu.my,Male,2005-12-05,student
Anand a/l Krishnan,S2025760185,anand.krishnan2@student.gmi.edu.my,Male,2003-07-26,student
Jia Hao a/l Wong,S2025457071,jia.hao.wong@student.gmi.edu.my,Male,2000-03-02,student
Safwan bin Sulaiman,S2025629391,safwan.sulaiman@student.gmi.edu.my,Male,2005-02-06,student
Jasmine binti Omar,S2025021664,jasmine.omar@student.gmi.edu.my,Female,2007-11-05,student
Amirah binti Osman,S2025107351,amirah.osman@student.gmi.edu.my,Female,2005-02-28,student
Ahmad bin Shukri,S2025645470,ahmad.shukri@student.gmi.edu.my,Male,2004-05-24,student
Saravanan a/l Subramaniam,S2025269644,saravanan.subramaniam@student.gmi.edu.my,Male,2001-10-21,student
Xin Yi a/p Tan,S2025795502,xin.yi.tan2@student.gmi.edu.my,Female,2000-09-11,student
Hao a/l Chen,S2025359542,hao.chen2@student.gmi.edu.my,Male,2005-02-13,student
Shalini a/p Subramaniam,S2025365467,shalini.subramaniam@student.gmi.edu.my,Female,2005-08-02,student
Prakash a/l Rangasamy,S2025459582,prakash.rangasamy@student.gmi.edu.my,Male,2002-06-23,student
Khai Ming a/l Wong,S2025013387,khai.ming.wong2@student.gmi.edu.my,Male,2004-05-03,student
Kavita a/p Balakrishnan,S2025023088,kavita.balakrishnan2@student.gmi.edu.my,Female,2001-03-21,student
Jia Hao a/l Wong,S2025021554,jia.hao.wong2@student.gmi.edu.my,Male,2001-07-24,student
Khairi bin Sulaiman,S2025199371,khairi.sulaiman@student.gmi.edu.my,Male,2001-06-05,student
Pei Wen a/p Chia,T2025113844,pei.wen.chia@tto.gmi.edu.my,Female,1981-02-20,TTO
Anusha a/p Rangasamy,T2025968934,anusha.rangasamy@tto.gmi.edu.my,Female,1985-03-03,TTO
Lakshmi a/p Venkatesh,S2025683128,lakshmi.venkatesh4@student.gmi.edu.my,Female,2002-03-15,student
Yu Xuan a/l Lee,S2025996309,yu.xuan.lee@student.gmi.edu.my,Male,2003-07-15,student
Murali a/l Rangasamy,S2025716581,murali.rangasamy3@student.gmi.edu.my,Male,2002-06-25,student
Hana binti Talib,S2025112213,hana.talib@student.gmi.edu.my,Female,2006-12-17,student
Hao a/l Ng,S2025860983,hao.ng3@student.gmi.edu.my,Male,2000-08-13,student
Maryam binti Yahya,S2025629187,maryam.yahya@student.gmi.edu.my,Female,2003-01-06,student
Jia Hao a/l Wong,S2025477342,jia.hao.wong3@student.gmi.edu.my,Male,2001-09-25,student
Ai Ling a/p Liew,F2025509019,ai.ling.liew@staff.gmi.edu.my,Female,1986-11-01,staff
Nalini a/p Rangasamy,T2025093942,nalini.rangasamy@tto.gmi.edu.my,Female,1990-04-01,TTO
Nurin binti Fauzi,S2025755504,nurin.fauzi@student.gmi.edu.my,Female,2004-09-16,student
Liang a/l Chen,S2025262958,liang.chen2@student.gmi.edu.my,Male,2000-12-03,student
Xin Yi a/p Teh,S2025472662,xin.yi.teh2@student.gmi.edu.my,Female,2005-07-30,student
Mei Ling a/p Low,S2025725695,mei.ling.low@student.gmi.edu.my,Female,2007-05-06,student
Zi Hao a/l Chia,S2025028370,zi.hao.chia@student.gmi.edu.my,Male,2000-10-13,student
Anita a/p Subramaniam,F2025243513,anita.subramaniam@staff.gmi.edu.my,Female,1973-05-10,staff
Meera a/p Subramaniam,S2025476996,meera.subramaniam2@student.gmi.edu.my,Female,2004-09-20,student
Ai Ling a/p Yap,S2025863731,ai.ling.yap@student.gmi.edu.my,Female,2002-09-05,student
Khai Ming a/l Teh,S2025283589,khai.ming.teh2@student.gmi.edu.my,Male,2007-04-01,student
Maryam binti Fauzi,S2025291078,maryam.fauzi@student.gmi.edu.my,Female,2006-05-17,student
Khai Ming a/l Ng,S2025457118,khai.ming.ng2@student.gmi.edu.my,Male,2007-07-18,student
Murali a/l Perumal,S2025142665,murali.perumal2@student.gmi.edu.my,Male,2004-06-20,student
Saravanan a/l Perumal,S2025574174,saravanan.perumal4@student.gmi.edu.my,Male,2007-10-23,student
Karthik a/l Muthu,S2025463053,karthik.muthu4@student.gmi.edu.my,Male,2006-09-01,student
Priya a/p Balakrishnan,S2025906372,priya.balakrishnan4@student.gmi.edu.my,Female,2001-07-20,student
Suresh a/l Venkatesh,S2025368082,suresh.venkatesh2@student.gmi.edu.my,Male,2006-04-07,student
Nurul binti Talib,S2025217127,nurul.talib@student.gmi.edu.my,Female,2001-01-25,student
Hui Xin a/p Low,S2025751948,hui.xin.low@student.gmi.edu.my,Female,2005-07-30,student
Lakshmi a/p Balakrishnan,F2025711163,lakshmi.balakrishnan@staff.gmi.edu.my,Female,1984-12-06,staff
Rafiq bin Halimi,S2025716341,rafiq.halimi@student.gmi.edu.my,Male,2004-10-31,student
Fatin binti Hussein,S2025202355,fatin.hussein@student.gmi.edu.my,Female,2003-07-24,student
Kumar a/l Krishnan,S2025770288,kumar.krishnan4@student.gmi.edu.my,Male,2007-03-13,student
Iqbal bin Aziz,S2025571291,iqbal.aziz@student.gmi.edu.my,Male,2007-09-06,student
Khairi bin Fauzi,S2025782166,khairi.fauzi@student.gmi.edu.my,Male,2006-12-04,student
Rafiq bin Hassan,F2025905423,rafiq.hassan@staff.gmi.edu.my,Male,1999-07-26,staff
Karthik a/l Subramaniam,S2025117550,karthik.subramaniam@student.gmi.edu.my,Male,2000-12-10,student
Pei Wen a/p Chong,S2025693700,pei.wen.chong@student.gmi.edu.my,Female,2006-10-20,student
Yusuf bin Halim,F2025808230,yusuf.halim@staff.gmi.edu.my,Male,1988-03-18,staff
Anita a/p Murugan,S2025232879,anita.murugan@student.gmi.edu.my,Female,2000-03-17,student
Ramesh a/l Murugan,S2025777479,ramesh.murugan@student.gmi.edu.my,Male,2003-08-24,student
Anusha a/p Subramaniam,S2025478589,anusha.subramaniam2@student.gmi.edu.my,Female,2000-11-13,student
Prakash a/l Balakrishnan,S2025117808,prakash.balakrishnan@student.gmi.edu.my,Male,2003-07-16,student
Faris bin Othman,S2025265230,faris.othman2@student.gmi.edu.my,Male,2007-01-25,student
Nurin binti Zain,S2025076882,nurin.zain3@student.gmi.edu.my,Female,2000-01-10,student
Yan Yi a/p Low,S2025695036,yan.yi.low@student.gmi.edu.my,Female,2005-05-22,student
Han Bin a/l Tan,S2025261264,han.tan@student.gmi.edu.my,Male,2003-10-23,student
Taufiq bin Halimi,S2025218033,taufiq.halimi@student.gmi.edu.my,Male,2000-11-17,student
Hasif bin Latif,S2025484792,hasif.latif@student.gmi.edu.my,Male,2003-06-03,student
Qistina binti Latif,S2025544918,qistina.latif@student.gmi.edu.my,Female,2005-10-17,student
Azlan bin Yaacob,T2025060663,azlan.yaacob@tto.gmi.edu.my,Male,1990-08-17,TTO
Karthik a/l Subramaniam,S2025429278,karthik.subramaniam2@student.gmi.edu.my,Male,2006-01-01,student
Nalini a/p Venkatesh,S2025512170,nalini.venkatesh@student.gmi.edu.my,Female,2003-12-09,student
Pei Wen a/p Teh,F2025418880,pei.wen.teh@staff.gmi.edu.my,Female,1997-04-22,staff
Ming Jie a/l Teh,S2025569779,ming.jie.teh@student.gmi.edu.my,Male,2005-09-05,student
Mei Ling a/p Chai,S2025668416,mei.ling.chai@student.gmi.edu.my,Female,2002-05-27,student
Raja a/l Murugan,S2025415136,raja.murugan@student.gmi.edu.my,Male,2004-11-03,student
Harith bin Hassan,S2025116530,harith.hassan@student.gmi.edu.my,Male,2006-01-21,student
Yan Yi a/p Chai,S2025654163,yan.yi.chai2@student.gmi.edu.my,Female,2007-08-28,student
Jia Yi a/p Yap,S2025668895,jia.yi.yap@student.gmi.edu.my,Female,2006-03-15,student
Balqis binti Shukri,F2025856262,balqis.shukri@staff.gmi.edu.my,Female,1976-04-02,staff
Ming Jie a/l Chong,S2025756364,ming.jie.chong3@student.gmi.edu.my,Male,2006-02-05,student
Mei Ling a/p Yap,S2025231479,mei.ling.yap3@student.gmi.edu.my,Female,2000-10-20,student
Pei Wen a/p Koh,S2025201613,pei.wen.koh@student.gmi.edu.my,Female,2004-02-03,student
Asya a/p Gopal,S2025562618,asya.gopal2@student.gmi.edu.my,Female,2007-10-27,student
Yu Xuan a/l Teh,T2025526668,yu.xuan.teh@tto.gmi.edu.my,Male,1989-11-06,TTO
Jun Wei a/l Chia,S2025732783,jun.wei.chia@student.gmi.edu.my,Male,2004-09-04,student
Saravanan a/l Gopal,S2025898182,saravanan.gopal3@student.gmi.edu.my,Male,2001-02-19,student
Han Bin a/l Wong,S2025005201,han.wong2@student.gmi.edu.my,Male,2006-11-07,student
